site_code,project_code,project_title,site_type,subtype,stage,target_group_name,commodity_group_name,development_region,lga_name,longitude,latitude,active_flag
S0002094,J00984,Kwinana Chemical Complex / CSBP,Infrastructure,Processing Plant,Operating,CHEMICALS,Other (MINEDEX non-minerals),METRO,"KWINANA, CITY OF",115.773302,-32.241918,Y
S0237251,J05495,Graphite Plant / First Graphene,Infrastructure,Processing Plant,Operating,GRAPHITE,Industrial mineral,METRO,"COCKBURN, CITY OF",115.780308,-32.151106,Y
S0237610,J05538,Kwinana EcoGraf plant,Infrastructure,Processing Plant,Operating,GRAPHITE,Industrial mineral,METRO,"KWINANA, CITY OF",115.784018,-32.215732,Y
S0237957,J05480,Cadoux Kaolin / Cadoux Limited,Infrastructure,Processing Plant,Proposed,CLAYS,Industrial mineral,METRO,"ROCKINGHAM, CITY OF",115.762103,-32.258858,Y
S0223610,J03669,Karnup Sand / Eclipse,Mine,Openpit,Operating,CONSTRUCTION MATERIALS,Construction material,METRO,"ROCKINGHAM, CITY OF",115.820191,-32.38936,Y
S0240470,J06084,Bristol Springs Renewable Energy,Infrastructure,Power Plant,Proposed,OTHER,Energy,"PEEL, Development Region","WAROONA, SHIRE OF",115.779455,-32.914213,Y
S0240785,J06167,Hazer Commercial Demonstration Plant (CDP),Infrastructure,Processing Plant,Under Development,GRAPHITE,Industrial mineral,METRO,"COCKBURN, CITY OF",115.772151,-32.143014,Y
S0023564,J03499,Neerabup Power Station,Infrastructure,Power Plant,Operating,OTHER,Energy,METRO,"WANNEROO, CITY OF",115.802084,-31.671163,Y
S0242388,J06642,HiPurA HPA,Infrastructure,Processing Plant,Operating,CLAYS,Alumina,METRO,"FREMANTLE, CITY OF",115.798286,-32.058622,Y
S0242527,J06681,Kwinana Cobalt Refinery,Infrastructure,Processing Plant,Proposed,NICKEL,Steel alloy metal,METRO,"ROCKINGHAM, CITY OF",115.762795,-32.263614,Y
S0246463,J07070,Benger Solar Farm,Infrastructure,Power Plant,Proposed,OTHER,Energy,"SOUTH WEST, Development Region","HARVEY, SHIRE OF",115.789341,-33.203824,Y
S0246915,J07146,Kwinana Strategic Industrial Area,Infrastructure,Other,Proposed,UNASSIGNED,Other (MINEDEX non-minerals),,"KWINANA, CITY OF",115.768125,-32.212781,Y
S0001567,J00485,Cooljarloo / Tronox,Infrastructure,Processing Plant,Operating,HEAVY MINERAL SANDS,Speciality metal,"WHEATBELT, Development Region","CHITTERING, SHIRE OF",115.966238,-31.531753,Y
S0004231,J01642,Bidaminna - North Perth Basin,Mine,Openpit,Proposed,HEAVY MINERAL SANDS,Speciality metal,"WHEATBELT, Development Region","GINGIN, SHIRE OF",115.600144,-31.096806,Y
S0022977,J03358,Centauri 1 Power,Infrastructure,Power Plant,Proposed,OTHER,Energy,"MID-WEST, Development Region","IRWIN, SHIRE OF",115.021114,-29.268547,Y
S0236948,J05434,Arrowsmith North Silica Sand / VRX Silica,Mine,Openpit,Proposed,SILICA - SILICA SAND,Industrial mineral,"MID-WEST, Development Region","IRWIN, SHIRE OF",115.110385,-29.512872,Y
S0237620,J05540,Beharra Silica Sand,Deposit,Unspecified,Undeveloped,SILICA - SILICA SAND,Industrial mineral,"MID-WEST, Development Region","IRWIN, SHIRE OF",115.111296,-29.426209,Y
S0229822,J01095,Collie / Premier,Mine,Openpit,Operating,COAL,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.300011,-33.386265,Y
S0005724,J01096,Collie / Lanco,Mine,Openpit,Operating,COAL,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.259853,-33.35459,Y
S0020172,J00478,Cataby / Iluka,Mine,Openpit,Care And Maintenance,HEAVY MINERAL SANDS,Speciality metal,"WHEATBELT, Development Region","DANDARAGAN, SHIRE OF",115.56731,-30.798576,Y
S0031074,J00485,Cooljarloo / Tronox,Mine,Openpit,Operating,HEAVY MINERAL SANDS,Speciality metal,"WHEATBELT, Development Region","DANDARAGAN, SHIRE OF",115.360692,-30.593292,Y
S0020343,J02752,Jingemia Petroleum,Infrastructure,Handling-loading-storage,Operating,PETROLEUM,Other (MINEDEX non-minerals),"MID-WEST, Development Region","IRWIN, SHIRE OF",114.989572,-29.338923,Y
S0233684,J02521,Bunbury Port / Southern Ports Authority,Infrastructure,Port,Operating,UNASSIGNED,Other (MINEDEX non-minerals),"SOUTH WEST, Development Region","BUNBURY, CITY OF",115.660829,-33.324265,Y
S0001570,J02560,Dardanup / Doral,Infrastructure,Processing Plant,Operating,HEAVY MINERAL SANDS,Speciality metal,"SOUTH WEST, Development Region","BUNBURY, CITY OF",115.702312,-33.351648,Y
S0001573,J01034,Bunbury Area Operations / Tronox,Infrastructure,Processing Plant,Operating,HEAVY MINERAL SANDS,Speciality metal,"SOUTH WEST, Development Region","BUNBURY, CITY OF",115.65409,-33.320318,Y
S0001917,J00918,Kemerton Silicon / Simcoa,Infrastructure,Processing Plant,Operating,SILICA - SILICA SAND,Industrial mineral,"SOUTH WEST, Development Region","HARVEY, SHIRE OF",115.748409,-33.220137,Y
S0002638,J01208,Kemerton TiO2 Pigment Plant,Infrastructure,Processing Plant,Operating,HEAVY MINERAL SANDS,Speciality metal,"SOUTH WEST, Development Region","HARVEY, SHIRE OF",115.756511,-33.217638,Y
S0236200,J04090,Greenbushes Lithium,Infrastructure,Processing Plant,Care And Maintenance,TIN - TANTALUM - LITHIUM,Speciality metal,"SOUTH WEST, Development Region","HARVEY, SHIRE OF",115.762011,-33.203986,Y
S0022534,J04330,Yalyalup - Yoongarillup / Doral,Mine,Openpit,Operating,HEAVY MINERAL SANDS,Speciality metal,"SOUTH WEST, Development Region","BUSSELTON, CITY OF",115.468721,-33.694527,Y
S0019399,J02590,Kemerton Chlor Alkali / Coogee Chemicals,Infrastructure,Processing Plant,Operating,CHEMICALS,Other (MINEDEX non-minerals),"SOUTH WEST, Development Region","HARVEY, SHIRE OF",115.759209,-33.217679,Y
S0001488,J01034,Bunbury Area Operations / Tronox,Mine,Openpit,Operating,HEAVY MINERAL SANDS,Speciality metal,"SOUTH WEST, Development Region","BUSSELTON, CITY OF",115.474053,-33.646695,Y
S0246460,J07069,Kemerton Strategic Industrial Area,Infrastructure,Other,Operating,UNASSIGNED,Other (MINEDEX non-minerals),"SOUTH WEST, Development Region","HARVEY, SHIRE OF",115.749334,-33.209154,Y
S0226111,J04147,Greenough River Solar Farm,Infrastructure,Power Plant,Operating,OTHER,Energy,"MID-WEST, Development Region","GREATER GERALDTON, CITY OF",115.111465,-28.904159,Y
S0001459,J00673,Sorby Hills,Mine,Openpit,Proposed,COPPER - LEAD - ZINC,Base metal,"KIMBERLEY, Development Region","WYNDHAM-EAST KIMBERLEY, SHIRE OF",128.980883,-15.452699,Y
S0224624,J03872,Collgar Wind Farm,Infrastructure,Power Plant,Operating,OTHER,Energy,"WHEATBELT, Development Region","MERREDIN, SHIRE OF",118.481001,-31.573614,Y
S0229604,J04253,Jaurdi - Cammi's Creek,Mine,Openpit,Care And Maintenance,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","COOLGARDIE, SHIRE OF",120.939397,-30.730686,Y
S0229922,J02291,Mt Zephyr Calcrete,Mine,Openpit,Operating,LIMESTONE - LIMESAND,Industrial mineral,"GOLDFIELDS-ESPERANCE, Development Region","LAVERTON, SHIRE OF",122.139405,-28.487998,Y
S0230634,J04422,Flat Rocks Wind Farm,Infrastructure,Power Plant,Operating,OTHER,Energy,"GREAT SOUTHERN, Development Region","BROOMEHILL-TAMBELLUP, SHIRE OF",117.344149,-33.963794,Y
S0232417,J03961,Caravel Copper,Deposit,Unspecified,Undeveloped,COPPER - LEAD - ZINC,Base metal,"WHEATBELT, Development Region","WONGAN-BALLIDU, SHIRE OF",116.618928,-30.968715,Y
S0234027,J04813,Lake Wells Potash / Australian Potash,Deposit,Unspecified,Undeveloped,POTASH,Industrial mineral,"GOLDFIELDS-ESPERANCE, Development Region","LAVERTON, SHIRE OF",123.004514,-27.251075,Y
S0000008,J00007,Katanning Gold,Deposit,Unspecified,Undeveloped,GOLD,Precious metal,"GREAT SOUTHERN, Development Region","KATANNING, SHIRE OF",117.908152,-33.543356,Y
S0000671,J00094,Porphyry - Northern Operations,Mine,Openpit,Operating,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","MENZIES, SHIRE OF",122.285985,-29.799041,Y
S0000770,J00357,Edna May - Westonia,Mine,Openpit,Care And Maintenance,GOLD,Precious metal,"WHEATBELT, Development Region","WESTONIA, SHIRE OF",118.698549,-31.290245,Y
S0001689,J00551,Kambalda / BHP,Infrastructure,Processing Plant,Care And Maintenance,NICKEL,Steel alloy metal,"GOLDFIELDS-ESPERANCE, Development Region","COOLGARDIE, SHIRE OF",121.668731,-31.189241,Y
S0001727,J00776,Worsley,Infrastructure,Processing Plant,Operating,BAUXITE - ALUMINA,Alumina,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.070204,-33.239367,Y
S0001866,J00872,Lake Deborah East Salt,Mine,Pond,Operating,SALT,Industrial mineral,"WHEATBELT, Development Region","YILGARN, SHIRE OF",119.402593,-30.669485,Y
S0002384,J01073,Tampia,Mine,Openpit,Care And Maintenance,GOLD,Precious metal,"WHEATBELT, Development Region","NAREMBEEN, SHIRE OF",118.451708,-32.162337,Y
S0005019,J03356,South Three - Kal East,Deposit,Unspecified,Undeveloped,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","KALGOORLIE-BOULDER, CITY OF",121.950554,-30.894652,Y
S0005315,J02013,Dalgaranga - Gilbeys,Mine,Openpit,Under Development,GOLD,Precious metal,"MID-WEST, Development Region","MOUNT MAGNET, SHIRE OF",117.265236,-27.846227,Y
S0005625,J02127,Rowes Find - Kal East Gold Project,Deposit,Unspecified,Undeveloped,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","KALGOORLIE-BOULDER, CITY OF",122.83849,-30.840877,Y
S0006416,J00292,Paddington - Mt Pleasant,Mine,Openpit,Operating,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","KALGOORLIE-BOULDER, CITY OF",121.41331,-30.412607,Y
S0006651,J00417,Plutonic Gold,Mine,Decline,Operating,GOLD,Precious metal,"MID-WEST, Development Region","MEEKATHARRA, SHIRE OF",119.442309,-25.301946,Y
S0019358,J02577,Collie Power,Infrastructure,Power Plant,Operating,OTHER,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.306308,-33.446576,Y
S0020380,J00134,Granny Smith,Mine,Decline,Operating,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","LAVERTON, SHIRE OF",122.305127,-28.852129,Y
S0020489,J03086,Meckering Kaolin / Altech,Mine,Openpit,Proposed,CLAYS,Industrial mineral,"WHEATBELT, Development Region","CUNDERDIN, SHIRE OF",117.060851,-31.684731,Y
S0240281,J04902,Kathleen Valley Lithium,Infrastructure,Power Plant,Operating,OTHER,Energy,"GOLDFIELDS-ESPERANCE, Development Region","LEONORA, SHIRE OF",120.547895,-27.460086,Y
S0240463,J05975,Collie Graphite Hub,Infrastructure,Processing Plant,Under Development,GRAPHITE,Industrial mineral,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.14415,-33.342847,Y
S0237193,J05480,Cadoux Kaolin / Cadoux Limited,Mine,Openpit,Proposed,CLAYS,Industrial mineral,"WHEATBELT, Development Region","WONGAN-BALLIDU, SHIRE OF",117.195783,-30.677547,Y
S0241578,J05005,Symes Find / Mt Hampton,Mine,Openpit,Operating,GOLD,Precious metal,"WHEATBELT, Development Region","YILGARN, SHIRE OF",119.065279,-31.831781,Y
S0241872,J06169,Lake Hope / Impact Minerals,Deposit,Unspecified,Undeveloped,CLAYS,Industrial mineral,"GOLDFIELDS-ESPERANCE, Development Region","DUNDAS, SHIRE OF",120.269041,-32.42473,Y
S0241912,J05074,Bundarra / Bligh,Mine,Decline,Operating,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","LEONORA, SHIRE OF",121.181529,-28.340669,Y
S0242252,J04902,Kathleen Valley Lithium,Infrastructure,Power Plant,Operating,OTHER,Energy,"GOLDFIELDS-ESPERANCE, Development Region","LEONORA, SHIRE OF",120.521817,-27.474931,Y
S0243411,J04770,Bellevue,Infrastructure,Power Plant,Operating,OTHER,Energy,"GOLDFIELDS-ESPERANCE, Development Region","LEONORA, SHIRE OF",120.541689,-27.58927,Y
S0246300,J00776,Worsley,Infrastructure,Power Plant,Operating,OTHER,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.068705,-33.235176,Y
S0246760,J07118,Collie Solar PV and Battery Storage System / Enpowered,Infrastructure,Power Plant,Proposed,OTHER,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.2865,-33.2951,Y
S0246762,J07120,Collie Battery / Neoen,Infrastructure,Power Plant,Operating,OTHER,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.2914,-33.3113,Y
S0246912,J07143,Mungari Strategic Industrial Area,Infrastructure,Other,Proposed,UNASSIGNED,Other (MINEDEX non-minerals),"GOLDFIELDS-ESPERANCE, Development Region","COOLGARDIE, SHIRE OF",121.256766,-30.85469,Y
S0022195,J03040,Jack Hills,Mine,Openpit,Care And Maintenance,IRON ORE,Iron,"MID-WEST, Development Region","MEEKATHARRA, SHIRE OF",117.24101,-26.054556,Y
S0241967,J03454,Mt Gould Iron,Mine,Openpit,Operating,IRON ORE,Iron,"MID-WEST, Development Region","MEEKATHARRA, SHIRE OF",117.333837,-25.79861,Y
S0229634,J04167,Nova-Bollinger,Mine,Decline,Operating,NICKEL,Steel alloy metal,"GOLDFIELDS-ESPERANCE, Development Region","DUNDAS, SHIRE OF",123.192423,-31.819872,Y
S0233293,J04167,Nova-Bollinger,Infrastructure,Power Plant,Operating,NICKEL,Steel alloy metal,"GOLDFIELDS-ESPERANCE, Development Region","DUNDAS, SHIRE OF",123.191759,-31.839034,Y
S0004394,J01675,Esperance Port Authority,Infrastructure,Port,Operating,UNASSIGNED,Other (MINEDEX non-minerals),"GOLDFIELDS-ESPERANCE, Development Region","ESPERANCE, SHIRE OF",121.899813,-33.874536,Y
S0020155,J02718,Esperance Power,Infrastructure,Power Plant,Operating,OTHER,Energy,"GOLDFIELDS-ESPERANCE, Development Region","ESPERANCE, SHIRE OF",121.899813,-33.876245,Y
S0004356,J00009,Duketon / Regis Resources,Mine,Openpit,Operating,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","LAVERTON, SHIRE OF",122.367212,-28.167236,Y
S0020461,J00233,Brightstar / Stone,Mine,Openpit,Proposed,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","LAVERTON, SHIRE OF",122.725654,-28.724517,Y
S0229818,J04481,Browns Range Rare Earths,Mine,Openpit,Care And Maintenance,RARE EARTHS,Speciality metal,"KIMBERLEY, Development Region","HALLS CREEK, SHIRE OF",128.939821,-18.859462,Y
S0224948,J03957,Port Hedland Power,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.607285,-20.372619,Y
S0223270,J00484,Robe River - Deepdale,Infrastructure,Port,Operating,IRON ORE,Iron,"PILBARA, Development Region","KARRATHA, CITY OF",117.20358,-20.575444,Y
S0019097,J02520,Dampier Ports,Infrastructure,Port,Operating,IRON ORE,Iron,"PILBARA, Development Region","KARRATHA, CITY OF",116.674622,-20.649035,Y
S0224244,J02511,McPhee Creek,Mine,Openpit,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",120.114753,-21.582037,Y
S0002166,J00720,Wodgina Mining Assets / Mineral Resources,Mine,Openpit,Operating,TIN - TANTALUM - LITHIUM,Speciality metal,"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.674102,-21.190319,Y
S0022265,J03673,Sanjiv Ridge,Mine,Openpit,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.666145,-21.473677,Y
S0239438,J04392,Miralga Creek,Mine,Openpit,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.436307,-20.971838,Y
S0001357,J00711,Whim Creek - Mons Cupri,Mine,Openpit,Care And Maintenance,COPPER - LEAD - ZINC,Base metal,"PILBARA, Development Region","KARRATHA, CITY OF",117.808033,-20.881539,Y
S0001443,J00657,Salt Creek,Deposit,Unspecified,Undeveloped,COPPER - LEAD - ZINC,Base metal,"PILBARA, Development Region","KARRATHA, CITY OF",117.704508,-20.757098,Y
S0005304,J02251,Pilbara Gold - Western Mining Centre,Deposit,Unspecified,Undeveloped,GOLD,Precious metal,"PILBARA, Development Region","KARRATHA, CITY OF",117.879107,-20.977525,Y
S0238010,J02786,Hemi Gold,Deposit,Unspecified,Undeveloped,GOLD,Precious metal,"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.427678,-20.863369,Y
S0000247,J00126,Blue Spec / Novo,Mine,Shaft,Proposed,GOLD,Precious metal,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",120.273032,-21.820903,Y
S0225571,J00850,Mt Regal / Heidelberg Materials,Mine,Openpit,Operating,CONSTRUCTION MATERIALS,Construction material,"PILBARA, Development Region","KARRATHA, CITY OF",116.746681,-20.82848,Y
S0232257,J04101,Mt Regal / Archipelago-Spinifex,Mine,Openpit,Operating,CONSTRUCTION MATERIALS,Construction material,"PILBARA, Development Region","KARRATHA, CITY OF",116.730908,-20.818404,Y
S0003983,J01849,Mt Regal / Boral,Mine,Openpit,Operating,CONSTRUCTION MATERIALS,Construction material,"PILBARA, Development Region","KARRATHA, CITY OF",116.72733,-20.824582,Y
S0003143,J03305,Sulphur Springs,Mine,Decline,Operating,COPPER - LEAD - ZINC,Base metal,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.211963,-21.146496,Y
S0225038,J03973,Marble Bar and Nullagine Solar-Diesel Power,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.742247,-21.163392,Y
S0006553,J02267,Warrawoona Gold / Calidus,Mine,Openpit,Operating,GOLD,Precious metal,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.892312,-21.338096,Y
S0001007,J00026,Boddington Gold,Mine,Openpit,Operating,GOLD,Precious metal,"PEEL, Development Region","BODDINGTON, SHIRE OF",116.35753,-32.753064,Y
S0001726,J00776,Worsley,Mine,Openpit,Operating,BAUXITE - ALUMINA,Alumina,"PEEL, Development Region","BODDINGTON, SHIRE OF",116.455913,-32.931547,Y
S0001731,J04090,Greenbushes Lithium,Mine,Openpit,Operating,TIN - TANTALUM - LITHIUM,Speciality metal,"SOUTH WEST, Development Region","BRIDGETOWN-GREENBUSHES, SHIRE OF",116.065805,-33.858907,Y
S0019357,J02577,Collie Power,Infrastructure,Power Plant,Operating,OTHER,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.261402,-33.341902,Y
S0021372,J02947,Bluewaters Power - Collie,Infrastructure,Power Plant,Operating,OTHER,Energy,"SOUTH WEST, Development Region","COLLIE, SHIRE OF",116.228563,-33.33054,Y
S0233303,J04512,Pilgangoora / Pilbara Minerals,Mine,Openpit,Operating,TIN - TANTALUM - LITHIUM,Speciality metal,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",118.90524,-21.056337,Y
S0223643,J03641,Mt Webber,Mine,Openpit,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.308498,-21.530175,Y
S0236504,J03644,Iron Bridge,Mine,Openpit,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.060195,-21.249474,Y
S0232055,J03644,Iron Bridge,Infrastructure,Power Plant,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.041173,-21.261625,Y
S0001768,J00794,Balla Balla Magnetite-Vanadium,Mine,Openpit,Proposed,VANADIUM - TITANIUM,Steel alloy metal,"PILBARA, Development Region","KARRATHA, CITY OF",117.775183,-20.765433,Y
S0004558,J01715,Port Hedland Ports,Infrastructure,Port,Operating,UNASSIGNED,Other (MINEDEX non-minerals),"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.572909,-20.314777,Y
S0023497,J03482,Liberty - Indee,Deposit,Unspecified,Undeveloped,COPPER - LEAD - ZINC,Base metal,"PILBARA, Development Region","KARRATHA, CITY OF",117.847208,-21.096425,Y
S0023636,J00869,Port Hedland Salt,Mine,Pond,Operating,SALT,Industrial mineral,"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.93661,-20.257086,Y
S0242285,J00688,Tabba Tabba - Strelley,Deposit,Unspecified,Undeveloped,TIN - TANTALUM - LITHIUM,Speciality metal,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",118.917412,-20.67178,Y
S0246906,J07138,Boodarie Strategic Industrial Area,Infrastructure,Other,Proposed,UNASSIGNED,Other (MINEDEX non-minerals),"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.524433,-20.41173,Y
S0237940,J05605,Pilbara Energy Transmission Project,Infrastructure,Other,Operating,OTHER,Energy,"PILBARA, Development Region","PORT HEDLAND, TOWN OF",118.940327,-21.832839,Y
S0223001,J00534,Hamersley Iron Miscellaneous / Rio Tinto,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","KARRATHA, CITY OF",116.742372,-20.762427,Y
S0023606,J03513,Devil Creek Domestic Gas and Borrow Pit,Infrastructure,Processing Plant,Operating,PETROLEUM,Energy,"PILBARA, Development Region","KARRATHA, CITY OF",116.415614,-20.901158,Y
S0001861,J00868,Dampier Salt,Mine,Pond,Operating,SALT,Industrial mineral,"PILBARA, Development Region","KARRATHA, CITY OF",116.718052,-20.724011,Y
S0237609,J05537,Eramurra Salt,Mine,Pond,Proposed,SALT,Industrial mineral,"PILBARA, Development Region","KARRATHA, CITY OF",116.300725,-20.919948,Y
S0242504,J06284,Blue Hydrogen - West Australian Clean Hydrogen (WAH2),Infrastructure,Other,Proposed,PETROLEUM,Other (MINEDEX non-minerals),"PILBARA, Development Region","KARRATHA, CITY OF",116.662169,-20.822089,Y
S0246909,J07141,Maitland Strategic Industrial Area,Infrastructure,Other,Proposed,UNASSIGNED,Other (MINEDEX non-minerals),"PILBARA, Development Region","KARRATHA, CITY OF",116.596375,-20.798726,Y
S0225440,J04038,Anketell Port and Infrastructure,Infrastructure,Port,Proposed,IRON ORE,Iron,"PILBARA, Development Region","KARRATHA, CITY OF",117.097348,-20.628751,Y
S0229916,J03830,Buckland - Bungaroo South,Infrastructure,Port,Proposed,IRON ORE,Iron,"PILBARA, Development Region","KARRATHA, CITY OF",116.223544,-20.845292,Y
S0004517,J00484,Robe River - Deepdale,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","KARRATHA, CITY OF",117.171312,-20.596207,Y
S0021154,J00446,Sino - Cape Preston Iron,Infrastructure,Port,Operating,IRON ORE,Iron,"PILBARA, Development Region","KARRATHA, CITY OF",116.202276,-20.840738,Y
S0246905,J07137,Anketell Strategic Industrial Area,Infrastructure,Other,Under Development,UNASSIGNED,Other (MINEDEX non-minerals),"PILBARA, Development Region","KARRATHA, CITY OF",117.072268,-20.66776,Y
S0224949,J03930,Paraburdoo / Rio Tinto,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","ASHBURTON, SHIRE OF",117.613649,-23.223877,Y
S0226212,J01320,Tom Price Aggregate,Mine,Openpit,Operating,CONSTRUCTION MATERIALS,Construction material,"PILBARA, Development Region","ASHBURTON, SHIRE OF",117.749634,-22.639156,Y
S0229358,J00706,West Angelas,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",118.723776,-23.15429,Y
S0001599,J03123,Pilbara Iron / WA Iron,Deposit,Unspecified,Undeveloped,IRON ORE,Iron,"PILBARA, Development Region","ASHBURTON, SHIRE OF",117.464709,-22.823375,Y
S0001855,J00862,Newman Aggregate / Holcim,Mine,Openpit,Operating,CONSTRUCTION MATERIALS,Construction material,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.696331,-23.321265,Y
S0003745,J00242,Paulsens,Mine,Decline,Operating,GOLD,Precious metal,"PILBARA, Development Region","ASHBURTON, SHIRE OF",116.242304,-22.579153,Y
S0021523,J03930,Paraburdoo / Rio Tinto,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","ASHBURTON, SHIRE OF",117.613224,-23.223218,Y
S0022821,J03313,Wonmunna Iron,Mine,Openpit,Operating,IRON ORE,Iron,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.074187,-23.127001,Y
S0240731,J02267,Warrawoona Gold / Calidus,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",119.89422,-21.355735,Y
S0245905,J04512,Pilgangoora / Pilbara Minerals,Infrastructure,Power Plant,Operating,TIN - TANTALUM - LITHIUM,Speciality metal,"PILBARA, Development Region","EAST PILBARA, SHIRE OF",118.894695,-21.048105,Y
S0020197,J02723,Tropicana,Mine,Openpit,Operating,GOLD,Precious metal,"GOLDFIELDS-ESPERANCE, Development Region","MENZIES, SHIRE OF",124.553911,-29.246066,Y
S0224947,J03956,Karratha Power Station,Infrastructure,Power Plant,Operating,OTHER,Energy,"PILBARA, Development Region","KARRATHA, CITY OF",116.837587,-20.762471,Y
S0225132,J03979,Broome Power,Infrastructure,Power Plant,Operating,OTHER,Energy,"KIMBERLEY, Development Region","BROOME, SHIRE OF",122.204273,-17.981877,Y
S0019348,J02574,Broome Port Authority,Infrastructure,Port,Operating,UNASSIGNED,Other (MINEDEX non-minerals),"KIMBERLEY, Development Region","BROOME, SHIRE OF",122.24631,-17.953435,Y
S0229720,J02723,Tropicana,Infrastructure,Power Plant,Operating,OTHER,Energy,"GOLDFIELDS-ESPERANCE, Development Region","LAVERTON, SHIRE OF",124.384684,-28.916766,Y
S0003633,J00394,Mulga Rock,Mine,Openpit,Proposed,URANIUM,Energy,"GOLDFIELDS-ESPERANCE, Development Region","MENZIES, SHIRE OF",123.65019,-29.935346,Y
