site_code,project_code,project_title,title,short_title,site_type,subtype,stage,target_group_name,commodity_group_name,development_region,lga_name,longitude,latitude,active_flag
S0006685,J02145,Ravensthorpe - First Quantum,Shoemaker - Levy,Shoemaker-Levy,Mine,Openpit,Care And Maintenance,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Ravensthorpe,120.325462,-33.576402,Y
S0006746,J00109,Fortnum,Starlight Underground,Starlight UG,Mine,Decline,Operating,Gold,Precious Metal,Mid-West,Shire Of Meekatharra,118.358508,-25.321886,Y
S0016648,J00638,Lennard Shelf / Northwest,Kapok West / Meridian,Kapok W Merdn,Deposit,Unspecified,Undeveloped,Copper - Lead - Zinc,Base Metal,Kimberley,Shire Of Derby/West Kimberley,125.992788,-18.730470,Y
S0016701,J02232,NiWest / GME,Mt Kilkenny,Mt Kilkenny,Deposit,Unspecified,Undeveloped,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Leonora,121.807306,-29.043097,Y
S0016715,J02352,Kalgoorlie Nickel Project,Goongarrie Hill,Goongarrie Hill,Deposit,Unspecified,Undeveloped,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Menzies,121.149012,-30.020487,Y
S0017018,J03296,Windarra Gold Tailings,Windarra Southern Tailings Storage Facility,Southern TSF,Mine,Tailings Storage Facility,Proposed,Gold,Precious Metal,Goldfields-Esperance,Shire Of Laverton,122.248758,-28.499924,Y
S0017147,J03406,Aphrodite,Aphrodite Underground,Aphrodite,Mine,Decline,Proposed,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.229587,-30.181097,Y
S0018854,J04549,Carbine / Evolution,Paradigm,Paradigm,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Coolgardie,120.938312,-30.474917,Y
S0018998,J02458,Dongara Minerals Sands / Tronox,Heracles - Dongara,Heracles,Mine,Openpit,Proposed,Heavy Mineral Sands,Speciality Metal,Mid-West,Shire Of Irwin,115.142904,-29.431465,Y
S0019084,J00098,Agnew - Emu,Waroonga Underground,Waroonga Underground,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,120.505808,-28.004485,Y
S0019097,J02520,Dampier Ports,Dampier Port Authority East Intercourse Island Wharf,Dampier Port,Infrastructure,Port,Operating,Iron Ore,Iron,Pilbara,City Of Karratha,116.674622,-20.649035,Y
S0019195,J00913,Three Springs Talc,Three Springs Pit D,Three Springs Pit D,Mine,Openpit,Operating,Talc,Industrial Mineral,Mid-West,Shire Of Three Springs,115.861195,-29.506352,Y
S0019248,J01107,Gnangara Silica Sand / Heidelberg Materials,Bell Road Silica,Bell Road,Mine,Openpit,Operating,Silica - Silica Sand,Industrial Mineral,Metro,City Of Swan,115.933685,-31.750795,Y
S0019343,J02572,Albany Port Authority,Albany Port,Albany,Infrastructure,Port,Operating,Unassigned,Other (Minedex Non-Minerals),Great Southern,City Of Albany,117.903614,-35.039416,Y
S0019344,J02573,Fremantle Port Authority,Fremantle Port,Fremantle,Infrastructure,Port,Operating,Unassigned,Other (Minedex Non-Minerals),Metro,City Of Fremantle,115.737812,-32.056128,Y
S0019348,J02574,Broome Port Authority,Broome Port,Broome,Infrastructure,Port,Operating,Unassigned,Other (Minedex Non-Minerals),Kimberley,Shire Of Broome,122.246310,-17.953435,Y
S0019349,J02575,Wyndham Port Authority,Wyndham Port,Wyndham,Infrastructure,Port,Operating,Unassigned,Other (Minedex Non-Minerals),Kimberley,Shire Of Wyndham-East Kimberley,128.101114,-15.451146,Y
S0019357,J02577,Collie Power,Collie A Power Plant,Collie A Power,Infrastructure,Power Plant,Operating,Other,Energy,South West,Shire Of Collie,116.261402,-33.341902,Y
S0019358,J02577,Collie Power,Muja Power Plant,Muja Power,Infrastructure,Power Plant,Operating,Other,Energy,South West,Shire Of Collie,116.306308,-33.446576,Y
S0019367,J02581,Ord River Hydro,Ord River Hydro Plant,Ord River Power,Infrastructure,Power Plant,Operating,Other,Energy,Kimberley,Shire Of Wyndham-East Kimberley,128.743826,-16.105190,Y
S0019399,J02590,Kemerton Chlor Alkali / Coogee Chemicals,Kemerton Chlor Alkali Plant / Coogee Chemicals,Kemerton Chlor Alkali Plant/Coogee Chemicals,Infrastructure,Processing Plant,Operating,Chemicals,Other (Minedex Non-Minerals),South West,Shire Of Harvey,115.759209,-33.217679,Y
S0019409,J00896,Cockburn Sound Limesand,Kwinana Cement Plant,Kwinana Cement,Infrastructure,Processing Plant,Operating,Construction Materials,Construction Material,Metro,City Of Kwinana,115.774410,-32.211466,Y
S0019457,J01474,Lake MacLeod Gypsum,Texada Jetty - Cape Cuvier,Cape Cuvier,Infrastructure,Port,Operating,Gypsum,Industrial Mineral,Gascoyne,Shire Of Carnarvon,113.394117,-24.224587,Y
S0019496,J02379,Northwest Shelf / Woodside,Woodside LNG Plant,Woodside LNG,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Pilbara,City Of Karratha,116.778712,-20.592707,Y
S0019502,J02617,Victory Bore,Victory Bore,Victory Bore,Deposit,Unspecified,Undeveloped,Vanadium - Titanium,Steel Alloy Metal,Mid-West,Shire Of Sandstone,118.989044,-28.261900,Y
S0019503,J02618,Kwinana Power / Western Power,Kwinana Power Plant,Kwinana Power,Infrastructure,Power Plant,Operating,Other,Energy,Metro,City Of Kwinana,115.774336,-32.198447,Y
S0019504,J02619,Kwinana LPG-LNG,Kwinana LPG Plant,Kwinana LPG,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Metro,City Of Kwinana,115.777940,-32.218199,Y
S0019506,J02621,Kwinana Chlor Alkali Plant / Coogee Chemicals,Kwinana Chlor Alkali Plant / Coogee Chemicals,Kwinana Chlor Alkali/Coogee Chemicals,Infrastructure,Processing Plant,Operating,Chemicals,Other (Minedex Non-Minerals),Metro,City Of Kwinana,115.775211,-32.231336,Y
S0019514,J01726,Jundee - Nimary,Barton Main - Westside,Barton Main Westside,Mine,Decline,Operating,Gold,Precious Metal,Mid-West,Shire Of Wiluna,120.604113,-26.372535,Y
S0019517,J00444,Bald Hill,Bald Hill Central (South),Bald Hill Central (South),Mine,Openpit,Care And Maintenance,Tin - Tantalum - Lithium,Speciality Metal,Goldfields-Esperance,Shire Of Coolgardie,122.177346,-31.522761,Y
S0019642,J00186,Tarmoola - King of the Hills,Tarmoola North,Tarmoola N,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,121.166076,-28.663843,Y
S0019710,J01718,Kundana East,Raleigh Underground,Raleigh-Golden Hind U/G,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Coolgardie,121.243609,-30.727556,Y
S0019793,J00338,Telfer / Greatland Resources,Telfer Primary Power Plant and Pipeline,Telfer Primary Power,Infrastructure,Power Plant,Operating,Other,Energy,Pilbara,Shire Of East Pilbara,122.182513,-21.741817,Y
S0019821,J00656,Savannah Nickel,Savannah Decline Portal,Decline Portal,Mine,Decline,Care And Maintenance,Nickel,Steel Alloy Metal,Kimberley,Shire Of Halls Creek,128.025651,-17.353475,Y
S0020155,J02718,Esperance Power,Esperance Gas-Fired Power Station,Esperance Power,Infrastructure,Power Plant,Operating,Other,Energy,Goldfields-Esperance,Shire Of Esperance,121.899813,-33.876245,Y
S0020172,J00478,Cataby / Iluka,Cataby Pit 2,Cataby Pit 2,Mine,Openpit,Care And Maintenance,Heavy Mineral Sands,Speciality Metal,Wheatbelt,Shire Of Dandaragan,115.567310,-30.798576,Y
S0020197,J02723,Tropicana,Tropicana,Tropicana,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Menzies,124.553911,-29.246066,Y
S0020250,J02733,Gorgon LNG Processing,Gorgon LNG Processing Facility,Gorgon LNG,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Pilbara,Shire Of Ashburton,115.458308,-20.783456,Y
S0020259,J00779,Wagerup-Pinjarra / Alcoa,Pinjarra Co-Generation Power Plant,Cogen-Power,Infrastructure,Power Plant,Operating,Other,Energy,Peel,Shire Of Murray,115.946896,-32.647208,Y
S0020260,J02735,Kemerton Power / Transfield,Kemerton Power Station / Transfield,Kemerton Power,Infrastructure,Power Plant,Operating,Other,Energy,South West,Shire Of Harvey,115.779613,-33.164876,Y
S0020343,J02752,Jingemia Petroleum,Jingemia,Jingemia,Infrastructure,Handling-Loading-Storage,Operating,Petroleum,Other (Minedex Non-Minerals),Mid-West,Shire Of Irwin,114.989572,-29.338923,Y
S0020380,J00134,Granny Smith,Wallaby Underground,UG Portal,Mine,Decline,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Laverton,122.305127,-28.852129,Y
S0020461,J00233,Brightstar / Stone,Alpha - Alpha West,Alpha,Mine,Openpit,Proposed,Gold,Precious Metal,Goldfields-Esperance,Shire Of Laverton,122.725654,-28.724517,Y
S0020489,J03086,Meckering Kaolin / Altech,Meckering Kaolin / Altech,Meckering Kaolin/Altech,Mine,Openpit,Proposed,Clays,Industrial Mineral,Wheatbelt,Shire Of Cunderdin,117.060851,-31.684731,Y
S0020506,J02011,Glenburgh,Icon,Icon,Mine,Openpit,Proposed,Gold,Precious Metal,Gascoyne,Shire Of Upper Gascoyne,116.100229,-25.391457,Y
S0020548,J00982,Onslow Salt,Onslow Salt Jetty,Onslow Salt Jetty,Infrastructure,Port,Operating,Salt,Industrial Mineral,Pilbara,Shire Of Ashburton,115.101150,-21.637048,Y
S0020742,J02815,Karara - Blue Hills / Gindalbie,Karara - Blue Hills Magnetite,Karara Magnetite,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Perenjori,116.774437,-29.187531,Y
S0020930,J00623,Newman / BHPB,Newman Gas-Fired Power Station,Newman Power,Infrastructure,Power Plant,Operating,Other,Energy,Pilbara,Shire Of East Pilbara,119.708513,-23.344225,Y
S0020979,J02857,Alinta-Walkaway Wind Farm,Alinta-Walkaway Wind Farm,Alinta Wind Farm,Infrastructure,Power Plant,Operating,Other,Energy,Mid-West,City Of Greater Geraldton,114.892208,-28.922287,Y
S0020981,J00728,Koolan Island,Koolan Main,Koolan Main,Mine,Openpit,Operating,Iron Ore,Iron,Kimberley,Shire Of Derby/West Kimberley,123.738107,-16.133014,Y
S0021076,J02867,Seven Mile Hill / Boral,Seven Mile Hill / Boral,Seven Mile Hill/Boral,Mine,Openpit,Operating,Construction Materials,Construction Material,Goldfields-Esperance,Shire Of Coolgardie,121.378288,-30.846275,Y
S0021154,J00446,Sino - Cape Preston Iron,Cape Preston Port,Cape Preston Port,Infrastructure,Port,Operating,Iron Ore,Iron,Pilbara,City Of Karratha,116.202276,-20.840738,Y
S0021372,J02947,Bluewaters Power - Collie,Bluewaters Power (Phases 1 and 2),Bluewaters Power,Infrastructure,Power Plant,Operating,Other,Energy,South West,Shire Of Collie,116.228563,-33.330540,Y
S0021511,J02584,Yara Nitrates JV,Yara Technical Ammonium Nitrate Production Facility,Yara Ammon Nitrate,Infrastructure,Processing Plant,Operating,Chemicals,Other (Minedex Non-Minerals),Pilbara,City Of Karratha,116.787589,-20.630081,Y
S0021518,J02972,Karratha Ammonia-Urea / Perdaman,Burrup West Ammonia-Urea / Perdaman,Burrup West/Perdaman,Infrastructure,Processing Plant,Proposed,Petroleum,Other (Minedex Non-Minerals),Pilbara,City Of Karratha,116.774034,-20.625255,Y
S0021523,J03930,Paraburdoo / Rio Tinto,Paraburdoo Power Plant,Power Plant,Infrastructure,Power Plant,Operating,Other,Energy,Pilbara,Shire Of Ashburton,117.613224,-23.223218,Y
S0021532,J02624,Matilda,Golden Age Underground,Golden Age UG,Mine,Decline,Operating,Gold,Precious Metal,Mid-West,Shire Of Wiluna,120.246706,-26.620317,Y
S0021542,J00102,Golden Mile / KCGM,Fimiston Superpit,Fimiston Superpit,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,City Of Kalgoorlie-Boulder,121.503530,-30.777958,Y
S0021890,J02789,Widgiemooltha Nickel / Mincor,Cassini,Cassini,Mine,Decline,Care And Maintenance,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Coolgardie,121.621111,-31.700925,Y
S0022045,J00596,Mt Gibson Iron,Extension Hill South,Extension Hill South,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Yalgoo,117.166209,-29.588477,Y
S0022195,J03040,Jack Hills,Jack Hills - Saddle,Jack Hills,Mine,Openpit,Care And Maintenance,Iron Ore,Iron,Mid-West,Shire Of Meekatharra,117.241010,-26.054556,Y
S0022206,J02618,Kwinana Power / Western Power,Cockburn 1,Cockburn 1,Infrastructure,Power Plant,Operating,Other,Energy,Metro,City Of Kwinana,115.775814,-32.200247,Y
S0022237,J03935,Pannawonica CID,Redgate CID Pits,Redgate CID,Mine,Openpit,Proposed,Iron Ore,Iron,Pilbara,Shire Of Ashburton,116.147560,-21.781662,Y
S0022265,J03673,Sanjiv Ridge,Split Rock,Split Rock,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.666145,-21.473677,Y
S0022422,J03221,Albany and Grasmere Wind Farms,Albany Wind Farm,Albany Wind Farm,Infrastructure,Power Plant,Operating,Other,Energy,Great Southern,City Of Albany,117.785114,-35.059046,Y
S0022527,J02817,Mandilla,Theia - Mandilla,Theia,Deposit,Unspecified,Undeveloped,Gold,Precious Metal,Goldfields-Esperance,Shire Of Coolgardie,121.520113,-31.378336,Y
S0022534,J04330,Yalyalup - Yoongarillup / Doral,Yalyalup / Doral,Yalyalup/Doral,Mine,Openpit,Operating,Heavy Mineral Sands,Speciality Metal,South West,City Of Busselton,115.468721,-33.694527,Y
S0022573,J03260,Pluto LNG,Pluto LNG Plant,Pluto LNG,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Pilbara,City Of Karratha,116.768313,-20.613266,Y
S0022599,J03378,Balmoral South / Australasian Resources,Susan Palmer (Balmoral Southern Block),Susan Palmer,Mine,Openpit,Proposed,Iron Ore,Iron,Pilbara,City Of Karratha,116.129482,-21.117823,Y
S0022686,J03041,Wiluna West Iron,C4 - Wiluna West,C4,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Wiluna,119.937312,-26.680347,Y
S0022716,J00748,Atlas - North Perth Basin,Atlas / Image,Atlas,Mine,Openpit,Operating,Heavy Mineral Sands,Speciality Metal,Wheatbelt,Shire Of Dandaragan,115.248907,-30.538151,Y
S0022741,J02802,Leonora - Crawford and Gambier Lass,Crawford - Gambier Lass,Crawford,Mine,Openpit,Proposed,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,121.584910,-28.878056,Y
S0022801,J03309,Kumpupintil Lake,Lake Disappointment Pilot Ponds Potash,Lake Disappointment Pilot Ponds,Mine,Pond,Under Development,Potash,Industrial Mineral,Pilbara,Shire Of East Pilbara,122.814737,-23.281754,Y
S0022812,J03312,Paulsens East Iron,Paulsens East Main Pit,Paulsens East Main Pit,Mine,Openpit,Care And Maintenance,Iron Ore,Iron,Pilbara,Shire Of Ashburton,116.336970,-22.562834,Y
S0022821,J03313,Wonmunna Iron,North Marra Mamba East Pits 1-4,North MM East Pits,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.074187,-23.127001,Y
S0022843,J00753,West Pilbara - Red Hill / API,Kens Bore,Kens Bore,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of Ashburton,116.195804,-22.055675,Y
S0022914,J03340,Lake Giles Magnetite and Ularring Hematite,Snark – Lake Giles,Snark,Mine,Openpit,Proposed,Iron Ore,Iron,Goldfields-Esperance,Shire Of Menzies,119.921925,-29.811568,Y
S0022958,J01712,Geraldton Port Authority,Geraldton Port - Other Minerals,Geraldton - Other Minerals,Infrastructure,Port,Operating,Unassigned,Other (Minedex Non-Minerals),Mid-West,City Of Greater Geraldton,114.594814,-28.776705,Y
S0022977,J03358,Centauri 1 Power,Centauri 1 Power Station,Centauri 1 Power,Infrastructure,Power Plant,Proposed,Other,Energy,Mid-West,Shire Of Irwin,115.021114,-29.268547,Y
S0022982,J03359,Marillana / Brockman - MRL JV,Marillana - Northwest Sector,NW Sector,Mine,Openpit,Proposed,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.209612,-22.587486,Y
S0022989,J03360,Mt Thirsty,Mt Thirsty Ni,Mt Thirsty Ni,Deposit,Unspecified,Undeveloped,Nickel,Steel Alloy Metal,Goldfields-Esperance,Shire Of Dundas,121.647807,-32.101878,Y
S0023035,J00984,Kwinana Chemical Complex / CSBP,Kwinana Ammonium Nitrate Plant / Wesfarmers,Kwinana Ammonium Nitrate,Infrastructure,Processing Plant,Operating,Chemicals,Other (Minedex Non-Minerals),Metro,City Of Kwinana,115.767009,-32.238287,Y
S0023090,J00918,Kemerton Silicon / Simcoa,Moora Silica - Coomberdale,Main Pit,Mine,Openpit,Operating,Silica - Silica Sand,Industrial Mineral,Wheatbelt,Shire Of Moora,116.036510,-30.518787,Y
S0023098,J00755,Weld Range Iron Ore,W11 - Beebyn,W11,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Cue,117.837012,-26.873566,Y
S0023105,J05539,Iron Ridge,Iron Ridge,Iron Ridge,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Cue,117.684512,-26.943926,Y
S0023170,J04475,Shine,Shine,Shine,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Yalgoo,116.936541,-28.851520,Y
S0023210,J00082,Darlot,Darlot LNG Power Plant,LNG Power,Infrastructure,Power Plant,Operating,Other,Energy,Goldfields-Esperance,Shire Of Leonora,121.270186,-27.897001,Y
S0023212,J00779,Wagerup-Pinjarra / Alcoa,Wagerup Co-Generation Power Plant,Wagerup Power,Infrastructure,Power Plant,Under Development,Other,Energy,Peel,Shire Of Waroona,115.918514,-32.915488,Y
S0023221,J03418,Hardey / API,Hardey Brockman,Hardey Brockman,Mine,Openpit,Proposed,Iron Ore,Iron,Pilbara,Shire Of Ashburton,117.291120,-22.952741,Y
S0023281,J03436,Western Hub / FMG,Eliwana West End,West End,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of Ashburton,116.830564,-22.493673,Y
S0023302,J03442,Cyclone Zircon,Cyclone - Wanna Lakes,Cyclone,Mine,Openpit,Proposed,Heavy Mineral Sands,Speciality Metal,Goldfields-Esperance,Shire Of Laverton,128.732183,-28.817050,Y
S0023347,J02673,Koolanooka & Blue Hills - Mungada / Sinosteel,Mungada East Extension,Mungada East Ext,Mine,Openpit,Operating,Iron Ore,Iron,Mid-West,Shire Of Perenjori,116.888661,-29.140211,Y
S0023351,J00870,Lake MacLeod Salt,Lake MacLeod Main Crystalliser Pond,Lake MacLeod Crystalliser Pond,Mine,Pond,Operating,Salt,Industrial Mineral,Gascoyne,Shire Of Carnarvon,113.551608,-24.446488,Y
S0023352,J00982,Onslow Salt,Onslow Salt Condenser Ponds,Onslow Salt Condenser PND,Mine,Pond,Operating,Salt,Industrial Mineral,Pilbara,Shire Of Ashburton,115.156122,-21.706287,Y
S0023497,J03482,Liberty - Indee,Evelyn / Anax,Evelyn,Deposit,Unspecified,Undeveloped,Copper - Lead - Zinc,Base Metal,Pilbara,City Of Karratha,117.847208,-21.096425,Y
S0023559,J01646,Solomon - Greater Solomon,Kings-Solomon,Kings,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of Ashburton,117.869836,-22.159454,Y
S0023564,J03499,Neerabup Power Station,Neerabup Power Station,Neerabup Power Stn,Infrastructure,Power Plant,Operating,Other,Energy,Metro,City Of Wanneroo,115.802084,-31.671163,Y
S0023569,J03500,Parker Range - Mt Caudan Iron,Mt Caudan Central Open Pit,Mt Caudan Central,Mine,Openpit,Operating,Iron Ore,Iron,Wheatbelt,Shire Of Yilgarn,119.555631,-31.614555,Y
S0023606,J03513,Devil Creek Domestic Gas and Borrow Pit,Devil Creek Gas Plant,Devil Creek Gas,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Pilbara,City Of Karratha,116.415614,-20.901158,Y
S0023636,J00869,Port Hedland Salt,Port Hedland Salt Concentrator Ponds,Salt Concentrator Ponds,Mine,Pond,Operating,Salt,Industrial Mineral,Pilbara,Town Of Port Hedland,118.936610,-20.257086,Y
S0024157,J00250,Yandal - Bronzewing,Orelia - Cockburn,Orelia,Mine,Openpit,Operating,Gold,Precious Metal,Goldfields-Esperance,Shire Of Leonora,120.939015,-27.419213,Y
S0025511,J02940,Yandanooka HMS / Image,Yandanooka / Image,Yandanooka / Image,Deposit,Unspecified,Undeveloped,Heavy Mineral Sands,Speciality Metal,Mid-West,Shire Of Mingenew,115.535417,-29.332167,Y
S0031074,J00485,Cooljarloo / Tronox,Cooljarloo 20500,Cooljarloo 20500,Mine,Openpit,Operating,Heavy Mineral Sands,Speciality Metal,Wheatbelt,Shire Of Dandaragan,115.360692,-30.593292,Y
S0223001,J00534,Hamersley Iron Miscellaneous / Rio Tinto,Seven Mile - Yurralyi Maya Power Plant,Seven Mile New Power,Infrastructure,Power Plant,Operating,Other,Energy,Pilbara,City Of Karratha,116.742372,-20.762427,Y
S0223270,J00484,Robe River - Deepdale,Cape Lambert Jetty A,Cape Lambert Jetty A,Infrastructure,Port,Operating,Iron Ore,Iron,Pilbara,City Of Karratha,117.203580,-20.575444,Y
S0223460,J01287,Teutonic Bore - Jaguar,Bentley,Bentley,Mine,Decline,Care And Maintenance,Copper - Lead - Zinc,Base Metal,Goldfields-Esperance,Shire Of Leonora,121.158923,-28.478179,Y
S0223554,J03660,Wheatstone LNG,Wheatstone LNG Plants 1-3,Wheatstone LNG,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Pilbara,Shire Of Ashburton,114.992355,-21.697155,Y
S0223555,J03661,Macedon Domestic Gas,Macedon Domestic Gas Plant,Macedon Gas Plant,Infrastructure,Processing Plant,Operating,Petroleum,Energy,Pilbara,Shire Of Ashburton,114.980473,-21.731537,Y
S0223575,J03665,Ashburton North Strategic Industrial Area,Ashburton North Multi-user Port and Handling Facility,Ashburton North Port,Infrastructure,Port,Operating,Unassigned,Energy,Pilbara,Shire Of Ashburton,115.003549,-21.684295,Y
S0223607,J03668,Speewah Vanadium-Titanium,Speewah Central,Speewah Central,Mine,Openpit,Proposed,Vanadium - Titanium,Steel Alloy Metal,Kimberley,Shire Of Wyndham-East Kimberley,127.949547,-16.361410,Y
S0223610,J03669,Karnup Sand / Eclipse,Karnup Sand / Urban-Eclipse,Karnup Sand/Urban-Eclipse,Mine,Openpit,Operating,Construction Materials,Construction Material,Metro,City Of Rockingham,115.820191,-32.389360,Y
S0223635,J03678,Pilbara Iron (PIOP),Blacksmith - Delta 100,Delta 100,Mine,Openpit,Proposed,Iron Ore,Iron,Pilbara,Shire Of Ashburton,117.471710,-22.136988,Y
S0223643,J03641,Mt Webber,Daltons-Gibson,Daltons,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.308498,-21.530175,Y
S0223791,J00446,Sino - Cape Preston Iron,George Palmer Power Station and Gas Pipeline,Power,Infrastructure,Power Plant,Operating,Other,Energy,Pilbara,City Of Karratha,116.159280,-21.076220,Y
S0224244,J02511,McPhee Creek,McPhee Creek - Murray,Murray,Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,120.114753,-21.582037,Y
S0224380,J03682,Iron Valley,Iron Valley Stage 1,Iron Valley (Central),Mine,Openpit,Operating,Iron Ore,Iron,Pilbara,Shire Of East Pilbara,119.312624,-22.731700,Y
S0224441,J03488,Karlawinda Gold,Bibra,Bibra,Mine,Openpit,Operating,Gold,Precious Metal,Mid-West,Shire Of Meekatharra,120.095899,-23.765131,Y
S0224451,J03840,Badgingarra Wind and Solar Farm,Badgingarra Wind Farm,Badgingarra Wind Farm,Infrastructure,Power Plant,Operating,Other,Energy,Wheatbelt,Shire Of Dandaragan,115.286487,-30.376318,Y
S0224488,J03848,Mackay Potash / Agrimin,Lake Mackay Potash,Lake Mackay,Mine,Pond,Proposed,Potash,Industrial Mineral,Pilbara,Shire Of East Pilbara,128.433013,-22.550226,Y
S0224496,J03830,Buckland - Bungaroo South,Bungaroo South Eastern Area 1,Buckland,Mine,Openpit,Proposed,Iron Ore,Iron,Pilbara,Shire Of Ashburton,116.523841,-22.010628,Y
