SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,SYMBOL_STATUS,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0246239,Parkeston Power Station,Parkeston Power Station - Kalgoorlie,Infrastructure,Power Plant,Operating,J07035,Parkeston Power Station - Kalgoorlie,121.506346,-30.737768,357010,6598506,51,Power,Energy,OTHER,Parkeston Power Station,N,,Y,ENPL,O,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0246245,Mt Ida Power Station,Mt Ida Power Station,Infrastructure,Power Plant,Operating,J00430,Mt Ida Gold,120.462235,-29.10149,253020,6778108,51,Au,Precious metal,GOLD,Mt Ida Power Station,N,,Y,ENPL,O,Major Projects,Public,2939,MOUNT MASON,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260515
S0005068,Iguana ,Iguana,Mine,Openpit,Operating,J06689,Lady Ida / Lamerton Geoda,120.662244,-30.494737,275625,6624068,51,Au Ag,Precious metal,GOLD,Lady Ida,N,,Y,PRME,U,Major Projects,Public,3037,DAVYHURST,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260515
S0001538,Abra UG,Abra Underground,Mine,Decline,Operating,J00545,Abra - Mulgul,118.585522,-24.638199,660473,7274187,50,Pb Ag,Base metal,COPPER - LEAD - ZINC,Abra–Mulgul Pb Ag,Y,Pb Ag,Y,BAME,O,Major Projects,Public,2648,CALYIE,SG50-04,COLLIER,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Edmund Basin,20260515
S0224538,Catho Well South,Catho Well South Pits,Mine,Openpit,Proposed,J03229,West Pilbara - Mt Stuart /API,116.285766,-22.433621,426501,7519001,50,Fe,Iron,IRON ORE,West Pilbara - Mt Stuart,N,,Y,IRON,P,Major Projects,Public,2153,MOUNT STUART,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Ashburton Basin,20260515
S0230520,Robe Mesa,Robe Mesa,Mine,Openpit,Proposed,J03193,Yarraloola / CZR,116.011578,-21.761843,397801,7593206,50,Fe,Iron,IRON ORE,Yarraloola,N,,Y,IRON,P,Major Projects,Public,2154,PANNAWONICA,SF50-06,YARRALOOLA,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Ashburton Basin,20260515
S0022237,Redgate CID,Redgate CID Pits,Mine,Openpit,Proposed,J03935,Pannawonica CID,116.14756,-21.781662,411874,7591096,50,Fe,Iron,IRON ORE,Pannawonica,N,,Y,IRON,P,Major Projects,Public,2154,PANNAWONICA,SF50-06,YARRALOOLA,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Ashburton Basin,20260515
S0022812,Paulsens East Main Pit,Paulsens East Main Pit,Mine,Openpit,Care and Maintenance,J03312,Paulsens East Iron,116.33697,-22.562834,431833,7504721,50,Fe,Iron,IRON ORE,Paulsens East,N,,Y,IRON,C,Major Projects,Public,2152,WYLOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Ashburton Basin,20260515
S0020506,Icon,Icon,Mine,Openpit,Proposed,J02011,Glenburgh,116.100229,-25.391457,409491,7191400,50,Au Ag,Precious metal,GOLD,Glenburgh,N,,Y,PRME,P,Major Projects,Public,2147,GLENBURGH,SG50-06,GLENBURGH,"UPPER GASCOYNE, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Glenburgh Terrane,20260515
S0230898,Gruyere,Gruyere,Mine,Openpit,Operating,J04673,Yamarna - Gruyere JV,123.845224,-27.984416,583118,6904236,51,Au Ag,Precious metal,GOLD,Gruyere,N,,Y,PRME,O,Major Projects,Public,3642,YAMARNA,SG51-15,THROSSELL,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yamarna Terrane,20260515
S0236664,Gilmour - Wanderrie Camp,Gilmour - Wanderrie Camp,Deposit,Unspecified,Undeveloped,J01858,Yamarna / Gold Road,123.764018,-28.337695,574886,6865152,51,Au Ag,Precious metal,GOLD,Yamarna,N,,Y,PRME,P,Major Projects,Public,3641,DOROTHY HILLS,SH51-03,RASON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yamarna Terrane,20260515
S0239299,Solar Farm,Gruyere Solar Farm,Infrastructure,Power Plant,Operating,J04673,Yamarna - Gruyere JV,123.852586,-28.005041,583826,6901946,51,Power Au Ag,Energy,OTHER,Gruyere Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3641,DOROTHY HILLS,SH51-03,RASON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yamarna Terrane,20260515
S0230742,Emperor,Emperor - McIntosh,Deposit,Unspecified,Undeveloped,J04275,McIntosh Graphite,127.962612,-17.611129,389936,8052535,52,Gr,Industrial mineral,GRAPHITE,McIntosh Gr,Y,Gr,Y,INMI,P,Major Projects,Public,4462,MCINTOSH,SE52-06,DIXON RANGE,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20260515
S0001805,Panton,Panton,Mine,Decline,Proposed,J00819,Panton,127.831605,-17.751516,376131,8036920,52,Pt Pd Au Ni Cu Co,Precious metal,CHROMITE - PLATINOIDS,Panton PGE Au Ni Cu Co,Y,Pt Pd Au Ni Cu Co,Y,PRME,P,Major Projects,Public,4462,MCINTOSH,SE52-06,DIXON RANGE,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20260515
S0019821,Decline Portal,Savannah Decline Portal,Mine,Decline,Care and Maintenance,J00656,Savannah Nickel,128.025651,-17.353475,396479,8081078,52,Ni Cu Co,Steel alloy metal,NICKEL,Savannah Ni Cu Co,Y,Ni Cu Co,Y,STAM,C,Major Projects,Public,4563,TURKEY CREEK,SE52-06,DIXON RANGE,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20260515
S0001902,Windsor,Windsor Fluorite,Deposit,Unspecified,Undeveloped,J00905,Speewah Fluorite,127.978837,-16.404296,390961,8186068,52,Fl,Industrial mineral,FLUORITE,Speewah Fl,Y,Fl,Y,INMI,P,Major Projects,Public,4465,ELGEE,SE52-02,LISSADELL,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Speewah Basin,20260515
S0001602,Cockatoo Island 3,Cockatoo Island Stage 3 (and seawall),Mine,Openpit,Operating,J01147,Cockatoo Island,123.608019,-16.098391,565022,8220086,51,Fe,Iron,IRON ORE,Cockatoo Island,N,,Y,IRON,O,Major Projects,Public,3665,YAMPI,SE51-03,YAMPI,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Kimberley Basin,20260515
S0005227,Kalumburu B,Wuudagu B,Deposit,Unspecified,Undeveloped,J01916,Wuudagu Bauxite / VBX,126.472247,-14.279496,227281,8419878,52,Bx,Alumina,BAUXITE - ALUMINA,Wuudagu,N,,Y,ALUM,P,Major Projects,Public,4169,VANSITTART,SD52-09,DRYSDALE,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kimberley Basin,20260515
S0019349,Wyndham,Wyndham Port,Infrastructure,Port,Operating,J02575,Wyndham Port Authority,128.101114,-15.451146,403565,8291573,52,UN,Other (MINEDEX non-minerals),UNASSIGNED,Wyndham,N,,Y,PORT,O,Major Projects,Public,4567,WYNDHAM,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kimberley Basin,20260515
S0020981,Koolan Main,Koolan Main,Mine,Openpit,Operating,J00728,Koolan Island,123.738107,-16.133014,578920,8216210,51,Fe,Iron,IRON ORE,Koolan Island,N,,Y,IRON,O,Major Projects,Public,3665,YAMPI,SE51-03,YAMPI,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Kimberley Basin,20260515
S0003046,Nifty Portal,Nifty Sulphide Portal,Mine,Decline,Care and Maintenance,J00626,Nifty,121.567408,-21.656745,351762,7604482,51,Cu,Base metal,COPPER - LEAD - ZINC,Nifty Cu,Y,Cu,Y,BAME,P,Major Projects,Public,3254,LAMIL,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20260515
S0003263,O'Callaghans,O'Callaghans,Deposit,Unspecified,Undeveloped,J01613,O'Callaghans,122.258509,-21.792087,423350,7590002,51,W Cu Zn Pb Mo Au,Steel alloy metal,TUNGSTEN - MOLYBDENUM,O'Callaghans W Cu Zn Pb Mo,Y,W Cu Zn Pb Mo Au,Y,STAM,P,Major Projects,Public,3354,PATERSON,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20260515
S0019793,Telfer Primary Power,Telfer Primary Power Plant and Pipeline,Infrastructure,Power Plant,Operating,J00338,Telfer / Greatland Resources,122.182513,-21.741817,415464,7595526,51,Power,Energy,OTHER,Telfer Primary Power Plant,N,,Y,ENPL,O,Major Projects,Public,3354,PATERSON,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20260515
S0000732,Main Dome,Telfer Main Dome,Mine,Openpit,Operating,J00338,Telfer / Greatland Resources,122.207128,-21.719551,417997,7598004,51,Au Cu Ag,Precious metal,GOLD,Telfer Au Cu Ag,Y,Au Cu Ag,Y,PRME,O,Major Projects,Public,3354,PATERSON,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20260515
S0237397,Minyari,Minyari,Deposit,Unspecified,Undeveloped,J04792,Minyari Dome,122.257694,-21.381333,423049,7635467,51,Au Ag Cu Co,Precious metal,GOLD,Minyari Dome Au Ag Cu Co,Y,Au Ag Cu Co,Y,PRME,P,Major Projects,Public,3355,COOLYU,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20260515
S0020250,Gorgon LNG,Gorgon LNG Processing Facility,Infrastructure,Processing Plant,Operating,J02733,Gorgon LNG Processing,115.458308,-20.783456,339529,7701051,50,LNG,Energy,PETROLEUM,Gorgon LNG,N,,Y,PPPL,O,Major Projects,Public,1956,BARROW ISLAND,SF50-01,BARROW ISLAND,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Barrow Sub-basin,20260515
S0005219,Sam North,Sam North - Ridges,Mine,Openpit,Operating,J01915,Ridges Iron Ore,128.260095,-16.618586,421082,8162492,52,Fe Mag,Iron,IRON ORE,Ridges Mag,Y,Fe Mag,Y,IRON,O,Major Projects,Public,4564,BOW,SE52-02,LISSADELL,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Carr Boyd Basin,20260515
S0019367,Ord River Power,Ord River Hydro Plant,Infrastructure,Power Plant,Operating,J02581,Ord River Hydro,128.743826,-16.10519,472605,8219412,52,Power,Energy,OTHER,Ord River Hydro Plant,N,,Y,ENPL,O,Major Projects,Public,4665,ARGYLE DOWNS,SE52-02,LISSADELL,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Carr Boyd Basin,20260515
S0005047,Magellan,Magellan - Wiluna,Mine,Openpit,Care and Maintenance,J01894,Paroo Station,119.943308,-26.519216,793331,7063448,50,Pb,Base metal,COPPER - LEAD - ZINC,Paroo Station Pb,Y,Pb,Y,BAME,C,Major Projects,Public,2844,MEREWETHER,SG50-12,GLENGARRY,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Earaheedy Basin,20260515
S0224488,Lake Mackay,Lake Mackay Potash,Mine,Pond,Proposed,J03848,Mackay Potash / Agrimin,128.433013,-22.550226,441702,7506158,52,K K2SO4,Industrial mineral,POTASH,Mackay Potash K,Y,K K2SO4,Y,INMI,P,Major Projects,Public,4552,WEBB,SF52-10,WEBB,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",80,KIMBERLEY M.F.,Amadeus Basin (Phase 1),20260515
S0230961,Lynton North/GMA,Lynton North - Port Gregory/GMA,Mine,Openpit,Operating,J00788,Port Gregory Garnet/GMA,114.25626,-28.146616,230537,6883511,50,Grt Ilm Zrn,Industrial mineral,HEAVY MINERAL SANDS,Port Gregory Grt Ilm Zrn,Y,Grt Ilm Zrn,Y,INMI,O,Major Projects,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20260515
S0001864,Useless Loop Salt Conc Ponds,Useless Loop Salt Concentrator Ponds,Mine,Pond,Operating,J00871,Shark Bay Salt,113.402465,-26.157671,740155,7104634,49,Salt Bittern,Industrial mineral,SALT,Shark Bay Salt,Y,Salt Bittern,Y,INMI,O,Major Projects,Public,1545,EDEL,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260515
S0003598,Lake MacLeod,Lake MacLeod Gypsum,Mine,Openpit,Operating,J01474,Lake MacLeod Gypsum,113.562718,-24.234362,760241,7317436,49,Gp,Industrial mineral,GYPSUM,Lake MacLeod Gp,Y,Gp,Y,INMI,O,Major Projects,Public,1649,MACLEOD,SG49-04,QUOBBA,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260515
S0004238,Menari,Menari,Mine,Openpit,Operating,J01644,Lucky Bay Garnet,114.183066,-28.029367,223044,6896343,50,Grt HM Leu Ilm Zrn Rt,Industrial mineral,HEAVY MINERAL SANDS,Lucky Bay Grt HM,Y,Grt HM Leu Ilm Zrn Rt,Y,INMI,O,Major Projects,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20260515
S0019457,Cape Cuvier,Texada Jetty - Cape Cuvier,Infrastructure,Port,Operating,J01474,Lake MacLeod Gypsum,113.394117,-24.224587,743131,7318823,49,Gp,Industrial mineral,GYPSUM,Cape Cuvier,N,,Y,PORT,O,Major Projects,Public,1549,QUOBBA,SG49-04,QUOBBA,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260515
S0023351,Lake MacLeod Crystalliser Pond,Lake MacLeod Main Crystalliser Pond,Mine,Pond,Operating,J00870,Lake MacLeod Salt,113.551608,-24.446488,758680,7293955,49,Salt,Industrial mineral,SALT,Lake MacLeod Salt,Y,Salt,Y,INMI,O,Major Projects,Public,1649,MACLEOD,SG49-04,QUOBBA,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260515
S0240062,Amy South,Amy South,Mine,Openpit,Care and Maintenance,J02467,Coburn Zircon,114.11905,-26.695937,213328,7044001,50,HM Zrn Ilm Leu Rt,Speciality metal,HEAVY MINERAL SANDS,Coburn HM Zr,Y,HM Zrn Ilm Leu Rt,Y,SPME,C,Major Projects,Public,1744,COBURN,SG50-09,YARINGA,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260515
S0240113,HyEnergy,HyEnergy,Other,Unspecified,Proposed,J06004,HyEnergy - Green Hydrogen,113.768684,-25.091906,779248,7222012,49,Power NH4,Energy,OTHER,HyEnergy,N,,Y,ENPL,P,Major Projects,Public,1647,GREENOUGH,SG49-08,SHARK BAY,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260515
S0245265,PtX Plant,Power to X plant - Murchison Renewable Ammonia and Desalination Plant,Infrastructure,Processing Plant,Proposed,J06953,Murchison Hydrogen Renewables,114.070523,-27.396632,210304,6966222,50,NH4,Other (MINEDEX non-minerals),PETROLEUM,Murchison Hydrogen,N,,Y,PPPL,P,Major Projects,Public,1743,COOLCURDA,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20260515
S0223607,Speewah Central,Speewah Central,Mine,Openpit,Proposed,J03668,Speewah Vanadium-Titanium,127.949547,-16.36141,387809,8190797,52,V Ti Mag Al2O3 Mg,Steel alloy metal,VANADIUM - TITANIUM,Speewah  V Ti Mag,Y,V Ti Mag Al2O3 Mg,Y,STAM,P,Major Projects,Public,4465,ELGEE,SE52-02,LISSADELL,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Hart-Carson Large Igneous Province,20260515
S0023302,Cyclone,Cyclone - Wanna Lakes,Mine,Openpit,Proposed,J03442,Cyclone Zircon,128.732183,-28.81705,473869,6812254,52,HM Zrn Leu Ilm Rt,Speciality metal,HEAVY MINERAL SANDS,Cyclone Zircon HM,Y,HM Zrn Leu Ilm Rt,Y,SPME,P,Major Projects,Public,4640,MELROSE,SH52-02,WANNA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",69,WARBURTON M.F.,Westwood Shelf,20260515
S0230566,Topvar,Topvar,Mine,Openpit,Operating,J00725,Woodie Woodie (Mining Corridor) / ConsMin,121.232375,-21.601475,317018,7610244,51,Mn,Steel alloy metal,MANGANESE ORE,Woodie Woodie Mn,Y,Mn,Y,STAM,O,Major Projects,Public,3154,PEARANA,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Wells Sub-basin,20260515
S0022801,Lake Disappointment Pilot Ponds,Lake Disappointment Pilot Ponds Potash,Mine,Pond,Under Development,J03309,Kumpupintil Lake,122.814737,-23.281754,481054,7425277,51,K K2SO4 Salt,Industrial mineral,POTASH,Kumpupintil Lake K,Y,K K2SO4 Salt,Y,INMI,U,Major Projects,Public,3451,GUNANYA,SF51-14,GUNANYA,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Salt-ruptured Zone (Phase 1),20260515
S0006746,Starlight UG,Starlight Underground,Mine,Decline,Operating,J00109,Fortnum,118.358508,-25.321886,636735,7198715,50,Au Ag,Precious metal,GOLD,Fortnum,N,,Y,PRME,O,Major Projects,Public,2547,MILGUN,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Bryah Basin,20260515
S0240915,Hybrid Power,"Fortnum Solar Array, BESS and Power Station",Infrastructure,Power Plant,Operating,J00109,Fortnum,118.357911,-25.326353,636670,7198221,50,Power,Energy,OTHER,"Fortnum Solar Array, BESS and Power Station",N,,Y,ENPL,O,Major Projects,Public,2547,MILGUN,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Bryah Basin,20260515
S0022843,Kens Bore,Kens Bore,Mine,Openpit,Operating,J00753,West Pilbara - Red Hill / API,116.195804,-22.055675,417021,7560792,50,Fe,Iron,IRON ORE,West Pilbara - Red Hill,N,,Y,IRON,O,Major Projects,Public,2153,MOUNT STUART,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Turee Creek Basin,20260515
S0236158,Grasmere Wind,Grasmere Wind Farm,Infrastructure,Power Plant,Operating,J03221,Albany and Grasmere Wind Farms,117.759897,-35.044479,569305,6121760,50,Power,Energy,OTHER,Grasmere Wind Farm,N,,Y,ENPL,O,Major Projects,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260515
S0001462,Southdown,Southdown,Mine,Openpit,Proposed,J00676,Southdown Magnetite,118.521038,-34.542796,639571,6176607,50,Fe Mag,Iron,IRON ORE,Southdown Mag,Y,Fe Mag,Y,IRON,P,Major Projects,Public,2628,CHEYNE,SI50-12,BREMER BAY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260515
S0019343,Albany,Albany Port,Infrastructure,Port,Operating,J02572,Albany Port Authority,117.903614,-35.039416,582417,6122212,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Albany,N,,Y,PORT,O,Major Projects,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260515
S0022422,Albany Wind Farm,Albany Wind Farm,Infrastructure,Power Plant,Operating,J03221,Albany and Grasmere Wind Farms,117.785114,-35.059046,571592,6120126,50,Power,Energy,OTHER,Albany Wind Farm,N,,Y,ENPL,O,Major Projects,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260515
S0004316,Mindijup/TT Sand,Mindijup / TT Sand,Mine,Openpit,Operating,J01658,Mindijup / TT Sand,118.076797,-34.768851,598537,6152062,50,Sisd,Industrial mineral,SILICA - SILICA SAND,Mindijup Sisd,N,,Y,INMI,O,Major Projects,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260515
S0019195,Three Springs Pit D,Three Springs Pit D,Mine,Openpit,Operating,J00913,Three Springs Talc,115.861195,-29.506352,389622,6735372,50,Tlc,Industrial mineral,TALC,Three Springs Tlc,Y,Tlc,Y,INMI,O,Major Projects,Public,2038,CARNAMAH,SH50-06,PERENJORI,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Moora Basin,20260515
S0023090,Main Pit,Moora Silica - Coomberdale,Mine,Openpit,Operating,J00918,Kemerton Silicon / Simcoa,116.03651,-30.518787,407559,6623332,50,Sisd SiO2 Chert,Industrial mineral,SILICA - SILICA SAND,Kemerton Sisd,N,,Y,INMI,O,Major Projects,Public,2136,MOORA,SH50-10,MOORA,"MOORA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Moora Basin,20260515
S0005867,Oakajee Port,Oakajee Deepwater Port,Infrastructure,Port,Proposed,J02187,Oakajee Deepwater Port and Rail,114.59711,-28.615727,265060,6832226,50,Fe,Iron,IRON ORE,Oakajee,N,,Y,PORT,P,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20260515
S0246911,Oakajee Strategic Industrial Area,Oakajee Strategic Industrial Area,Infrastructure,Other,Proposed,J07142,Oakajee Strategic Industrial Area,114.612817,-28.599635,266561,6834041,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Oakajee,N,,Y,,,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20260515
S0240111,Western Green Energy Hub,Western Green Energy Hub,Infrastructure,Unspecified,Proposed,J06003,Western Green Energy Hub (WGEH),128.955111,-31.649304,495744,6498434,52,Power,Energy,OTHER,Western Green Energy Hub,N,,Y,ENPL,P,Major Projects,Public,4634,EUCLA,SH52-14,EUCLA,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",69,WARBURTON M.F.,Madura Shelf,20260515
S0223554,Wheatstone LNG,Wheatstone LNG Plants 1-3,Infrastructure,Processing Plant,Operating,J03660,Wheatstone LNG,114.992355,-21.697155,292301,7599347,50,LNG,Energy,PETROLEUM,Wheatstone LNG,N,,Y,PPPL,O,Major Projects,Public,1854,TUBRIDGI,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0223555,Macedon Gas Plant,Macedon Domestic Gas Plant,Infrastructure,Processing Plant,Operating,J03661,Macedon Domestic Gas,114.980473,-21.731537,291121,7595524,50,NaturalGas,Energy,PETROLEUM,Macedon Gas,N,,Y,PPPL,O,Major Projects,Public,1854,TUBRIDGI,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0223575,Ashburton North Port,Ashburton North Multi-user Port and Handling Facility,Infrastructure,Port,Operating,J03665,Ashburton North Strategic Industrial Area,115.003549,-21.684295,293441,7600786,50,UN,Energy,UNASSIGNED,Ashburton North,N,,Y,PORT,O,Major Projects,Public,1954,ONSLOW,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0236298,Tubridgi Gas Storage,Tubridgi Gas Storage Facility,Infrastructure,Processing Plant,Operating,J05329,Tubridgi Underground Gas Storage Facility,114.86671,-21.783932,279430,7589563,50,NaturalGas,Energy,PETROLEUM,Tubridgi gas storage,N,,Y,PPPL,O,Major Projects,Public,1854,TUBRIDGI,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0020548,Onslow Salt Jetty,Onslow Salt Jetty,Infrastructure,Port,Operating,J00982,Onslow Salt,115.10115,-21.637048,303477,7606144,50,Salt,Industrial mineral,SALT,Onslow,N,,Y,PORT,O,Major Projects,Public,1954,ONSLOW,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0023352,Onslow Salt Condenser PND,Onslow Salt Condenser Ponds,Mine,Pond,Operating,J00982,Onslow Salt,115.156122,-21.706287,309259,7598546,50,Salt,Industrial mineral,SALT,Onslow Salt,Y,Salt,Y,INMI,O,Major Projects,Public,1954,ONSLOW,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
