SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,SYMBOL_STATUS,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0004356,Ben Hur Central,Ben Hur Central,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.367212,-28.167236,437878,6884110,51,Au Ag,Precious metal,GOLD,Duketon,N,,Y,PRMI,O,Major Projects,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20260515
S0020461,Alpha,Alpha - Alpha West,Mine,Openpit,Proposed,J00233,Brightstar / Stone,122.725654,-28.724517,473208,6822504,51,Au Ag,Precious metal,GOLD,Brightstar,N,,Y,PRME,P,Major Projects,Public,3440,BURTVILLE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20260515
S0229818,Wolverine,Wolverine,Mine,Openpit,Care and Maintenance,J04481,Browns Range Rare Earths,128.939821,-18.859462,493661,7914722,52,REE Y Dy Tb,Speciality metal,RARE EARTHS,Browns Range REE,Y,REE Y Dy Tb,Y,SPME,P,Major Projects,Public,4660,GORDON DOWNS,SE52-10,GORDON DOWNS,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Granites--Tanami Orogen,20260515
S0224948,Power,Port Hedland Power Station,Infrastructure,Power Plant,Operating,J03957,Port Hedland Power,118.607285,-20.372619,667748,7746464,50,Power,Energy,OTHER,Port Hedland Power,N,,Y,ENPL,O,Major Projects,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,West Pilbara Superterrane,20260515
S0223270,Cape Lambert Jetty A,Cape Lambert Jetty A,Infrastructure,Port,Operating,J00484,Robe River - Deepdale,117.20358,-20.575444,521217,7724825,50,Fe,Iron,IRON ORE,Cape Lambert,N,,Y,PORT,O,Major Projects,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",,,De Grey Superbasin,20260515
S0019097,Dampier Port,Dampier Port Authority East Intercourse Island Wharf,Infrastructure,Port,Operating,J02520,Dampier Ports ,116.674622,-20.649035,466105,7716660,50,Fe,Iron,IRON ORE,Dampier,N,,Y,PORT,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,De Grey Superbasin,20260515
S0224244,Murray,McPhee Creek - Murray,Mine,Openpit,Operating,J02511,McPhee Creek,120.114753,-21.582037,201225,7610666,51,Fe,Iron,IRON ORE,McPhee Creek,N,,Y,IRON,U,Major Projects,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260515
S0002166,Cassiterite,Cassiterite,Mine,Openpit,Operating,J00720,Wodgina Mining Assets / Mineral Resources,118.674102,-21.190319,673784,7655871,50,Li Ta Sn Rb,Speciality metal,TIN - TANTALUM - LITHIUM,Wodgina Li Ta Sn Rb,Y,Li Ta Sn Rb,Y,SPME,O,Major Projects,Public,2655,WODGINA,SF50-08,MARBLE BAR,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260515
S0022265,Split Rock,Split Rock,Mine,Openpit,Operating,J03673,Sanjiv Ridge,119.666145,-21.473677,776279,7623073,50,Fe,Iron,IRON ORE,Sanjiv Ridge,N,,Y,IRON,O,Major Projects,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260515
S0239438,Miralga East - Dasher,Miralga East - Dasher,Mine,Openpit,Operating,J04392,Miralga Creek,119.436307,-20.971838,753307,7679040,50,Fe,Iron,IRON ORE,Miralga Creek,N,,Y,IRON,O,Major Projects,Public,2756,CARLINDIE,SF50-04,PORT HEDLAND,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260515
S0001357,Mons Cupri Ox,Mons Cupri Oxide,Mine,Openpit,Care and Maintenance,J00711,Whim Creek - Mons Cupri,117.808033,-20.881539,584046,7690751,50,Cu Zn Pb Ag Au,Base metal,COPPER - LEAD - ZINC,Whim Creek Cu Zn Pb Ag Au,Y,Cu Zn Pb Ag Au,Y,BAME,P,Major Projects,Public,2456,SHERLOCK,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Mallina Basin,20260515
S0001443,Salt Creek,Salt Creek,Deposit,Unspecified,Undeveloped,J00657,Salt Creek,117.704508,-20.757098,573337,7704574,50,Zn Pb Cu Ag Au,Base metal,COPPER - LEAD - ZINC,Salt Creek Zn Cu Ag Au Pb,Y,Zn Pb Cu Ag Au,Y,BAME,P,Major Projects,Public,2456,SHERLOCK,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Mallina Basin,20260515
S0005304,Toweranna,Toweranna,Deposit,Unspecified,Undeveloped,J02251,Pilbara Gold - Western Mining Centre,117.879107,-20.977525,591380,7680088,50,Au Ag,Precious metal,GOLD,Pilbara Gold,N,,Y,PRME,P,Major Projects,Public,2456,SHERLOCK,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Mallina Basin,20260515
S0238010,Hemi,Hemi,Deposit,Unspecified,Undeveloped,J02786,Hemi Gold,118.427678,-20.863369,648522,7692314,50,Au Ag,Precious metal,GOLD,Hemi Gold,N,,Y,PRME,P,Major Projects,Public,2556,YULE,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Mallina Basin,20260515
S0000247,Blue Spec,Blue Spec / Novo,Mine,Shaft,Proposed,J00126,Blue Spec / Novo,120.273032,-21.820903,218090,7584501,51,Au Sb Ag,Precious metal,GOLD,Blue Spec Au Sb Ag,Y,Au Sb Ag,Y,PRME,P,Major Projects,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Mosquito Creek Basin,20260515
S0225571,Mt Regal West 1 / Heidelberg,Mt Regal West 1 / Heidelberg,Mine,Openpit,Operating,J00850,Mt Regal / Heidelberg Materials,116.746681,-20.82848,473643,7696814,50,Agg Dlt Brck,Construction material,CONSTRUCTION MATERIALS,Mt Regal,N,,Y,COMA,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Regal Terrane,20260515
S0232257,Mt Regal South/Archipelago-Spinifex,Mt Regal South / Archipelago-Spinifex,Mine,Openpit,Operating,J04101,Mt Regal / Archipelago-Spinifex,116.730908,-20.818404,472000,7697927,50,Agg Aggm Bas,Construction material,CONSTRUCTION MATERIALS,Mt Regal,N,,Y,COMA,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Regal Terrane,20260515
S0003983,Mt Regal/Boral,Mt Regal / Boral,Mine,Openpit,Operating,J01849,Mt Regal / Boral,116.72733,-20.824582,471629,7697242,50,Agg Aggc Brck Sd Bas,Construction material,CONSTRUCTION MATERIALS,Mt Regal,N,,Y,COMA,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Regal Terrane,20260515
S0003143,Sulphur Springs Portal,Sulphur Springs Mine Portal,Mine,Decline,Operating,J03305,Sulphur Springs,119.211963,-21.146496,729704,7660039,50,Zn Cu Pb Ag,Base metal,COPPER - LEAD - ZINC,Sulphur Springs Zn Cu Pb Ag,Y,Zn Cu Pb Ag,Y,BAME,P,Major Projects,Public,2755,NORTH SHAW,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Soanesville Basin,20260515
S0225038,Solar Power,Marble Bar Solar-Diesel Power Station,Infrastructure,Power Plant,Operating,J03973,Marble Bar and Nullagine Solar-Diesel Power,119.742247,-21.163392,784768,7657307,50,Power,Energy,OTHER,Marble Bar Solar-Diesel Power Station,N,,Y,ENPL,O,Major Projects,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Warrawoona  Large Igneous Province,20260515
S0006553,Klondyke,Klondyke,Mine,Openpit,Operating,J02267,Warrawoona Gold / Calidus,119.892312,-21.338096,800007,7637676,50,Au Ag,Precious metal,GOLD,Warrawoona Gold,N,,Y,PRME,O,Major Projects,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Warrawoona  Large Igneous Province,20260515
S0001007,Wandoo S,Wandoo South,Mine,Openpit,Operating,J00026,Boddington Gold,116.35753,-32.753064,439816,6375905,50,Au Cu As Bi Ag,Precious metal,GOLD,Boddington Au Cu Ag,Y,Au Cu As Bi Ag,Y,PRME,O,Major Projects,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260515
S0001726,Boddington Bauxite,Boddington Bauxite,Mine,Openpit,Operating,J00776,Worsley,116.455913,-32.931547,449134,6356170,50,Bx,Alumina,BAUXITE - ALUMINA,Worsley,N,,Y,ALUM,O,Major Projects,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260515
S0001731,Greenbushes Central Lode Pit,Greenbushes C3 Spodumene,Mine,Openpit,Operating,J04090,Greenbushes Lithium,116.065805,-33.858907,413585,6253095,50,Li Ta Sn,Speciality metal,TIN - TANTALUM - LITHIUM,Greenbushes Li Ta Sn,Y,Li Ta Sn,Y,SPME,O,Major Projects,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20260515
S0019357,Collie A Power,Collie A Power Plant,Infrastructure,Power Plant,Operating,J02577,Collie Power,116.261402,-33.341902,431270,6310565,50,Power,Energy,OTHER,Collie Power Plant,N,,Y,ENPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,South West Terrane,20260515
S0021372,Bluewaters Power,Bluewaters Power (Phases 1 and 2),Infrastructure,Power Plant,Operating,J02947,Bluewaters Power - Collie,116.228563,-33.33054,428205,6311803,50,Power,Energy,OTHER,Bluewaters Power,N,,Y,ENPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,South West Terrane,20260515
S0233303,Central-Far East,Central - Far East,Mine,Openpit,Operating,J04512,Pilgangoora / Pilbara Minerals,118.90524,-21.056337,697962,7670435,50,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,Pilgangoora Li Ta,Y,Li Ta,Y,SPME,O,Major Projects,Public,2655,WODGINA,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Kelly Large Igneous Province,20260515
S0223643,Daltons,Daltons-Gibson,Mine,Openpit,Operating,J03641,Mt Webber ,119.308498,-21.530175,739110,7617406,50,Fe,Iron,IRON ORE,Mt Webber,N,,Y,IRON,O,Major Projects,Public,2754,TAMBOURAH,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Sulphur Springs Large Igneous Province,20260515
S0236504,Eastern Limb Central,North Star - Eastern Limb Central,Mine,Openpit,Operating,J03644,Iron Bridge,119.060195,-21.249474,713790,7648848,50,Fe Mag,Iron,IRON ORE,Iron Bridge Mag,Y,Fe Mag,Y,IRON,O,Major Projects,Public,2755,NORTH SHAW,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Sulphur Springs Large Igneous Province,20260515
S0232055,Power Plant,North Star Power Plant,Infrastructure,Power Plant,Operating,J03644,Iron Bridge,119.041173,-21.261625,711798,7647528,50,Fe Hem,Iron,IRON ORE,North Star Power Plant,N,,Y,ENPL,O,Major Projects,Public,2755,NORTH SHAW,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Sulphur Springs Large Igneous Province,20260515
S0001768,Balla Balla Central - East,Balla Balla Central - East,Mine,Openpit,Proposed,J00794,Balla Balla Magnetite-Vanadium,117.775183,-20.765433,580691,7703619,50,V Ti Mag Phos,Steel alloy metal,VANADIUM - TITANIUM,Balla Balla V Ti Mag,Y,V Ti Mag Phos,Y,STAM,P,Major Projects,Public,2456,SHERLOCK,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Sisters Supersuite,20260515
S0004558,Berth 1,Port Hedland Berth 1,Infrastructure,Port,Operating,J01715,Port Hedland Ports ,118.572909,-20.314777,664220,7752901,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Port Hedland,N,,Y,PORT,O,Major Projects,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20260515
S0023497,Evelyn,Evelyn / Anax,Deposit,Unspecified,Undeveloped,J03482,Liberty - Indee,117.847208,-21.096425,587994,7666945,50,Cu Zn Pb Au Ag,Base metal,COPPER - LEAD - ZINC,Liberty–Indee Cu Zn Pb Au Ag,Y,Cu Zn Pb Au Ag,Y,BAME,P,Major Projects,Public,2455,MOUNT WOHLER,SF50-07,PYRAMID,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Sisters Supersuite,20260515
S0023636,Salt Concentrator Ponds,Port Hedland Salt Concentrator Ponds,Mine,Pond,Operating,J00869,Port Hedland Salt,118.93661,-20.257086,702278,7758885,50,Salt,Industrial mineral,SALT,Port Hedland Salt,Y,Salt,Y,INMI,O,Major Projects,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20260515
S0242285,Leia,Leia,Deposit,Unspecified,Undeveloped,J00688,Tabba Tabba - Strelley,118.917412,-20.67178,699735,7712996,50,Li,Speciality metal,TIN - TANTALUM - LITHIUM,Tabba Tabba – Strelley Li,Y,Li,Y,SPME,P,Major Projects,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20260515
S0246906,Anketell Strategic Industrial Area,Boodarie Strategic Industrial Area,Infrastructure,Other,Proposed,J07138,Boodarie Strategic Industrial Area,118.524433,-20.41173,659059,7742217,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Boodarie,N,,Y,,,Major Projects,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20260515
S0237940,Power Line,Pilbara Energy Transmission Line and Infrastructure,Infrastructure,Other,Operating,J05605,Pilbara Energy Transmission Project,118.940327,-21.832839,700543,7584411,50,Power,Energy,OTHER,Pilbara Energy Transmission Project,N,,Y,ENPL,U,Major Projects,Public,2654,WHITE SPRINGS,SF50-08,MARBLE BAR,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20260515
S0223001,Seven Mile New Power,Seven Mile - Yurralyi Maya Power Plant,Infrastructure,Power Plant,Operating,J00534,Hamersley Iron Miscellaneous / Rio Tinto,116.742372,-20.762427,473183,7704123,50,Power,Energy,OTHER,Yurralyi Maya Power,N,,Y,ENPL,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20260515
S0023606,Devil Creek Gas,Devil Creek Gas Plant,Infrastructure,Processing Plant,Operating,J03513,Devil Creek Domestic Gas and Borrow Pit,116.415614,-20.901158,439224,7688680,50,NaturalGas,Energy,PETROLEUM,Devil Creek Gas,N,,Y,PPPL,O,Major Projects,Public,2156,PRESTON,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20260515
S0001861,Dampier Salt Pond,Dampier Salt Pond,Mine,Pond,Operating,J00868,Dampier Salt,116.718052,-20.724011,470643,7708370,50,Salt,Industrial mineral,SALT,Dampier Salt,Y,Salt,Y,INMI,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20260515
S0237609,Eramurra Salt,Eramurra Salt,Mine,Pond,Proposed,J05537,Eramurra Salt,116.300725,-20.919948,427285,7686553,50,Salt,Industrial mineral,SALT,Eramurra Salt,Y,Salt,Y,INMI,P,Major Projects,Public,2156,PRESTON,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Maitland River Supersuite,20260515
S0242504,WAH2 Ammonia Plant,WAH2 Ammonia Plant,Infrastructure,Other,Proposed,J06284,Blue Hydrogen - West Australian Clean Hydrogen (WAH2),116.662169,-20.822089,464848,7697504,50,NH4,Other (MINEDEX non-minerals),PETROLEUM,West Australian Clean Hydrogen,N,,Y,PPPL,P,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20260515
S0246909,Maitland Strategic Industrial Area,Maitland Strategic Industrial Area,Infrastructure,Other,Proposed,J07141,Maitland Strategic Industrial Area,116.596375,-20.798726,457995,7700075,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Maitland,N,,Y,,,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20260515
S0225440,Anketell Port,Anketell Port,Infrastructure,Port,Proposed,J04038,Anketell Port and Infrastructure,117.097348,-20.628751,510142,7718936,50,Fe,Iron,IRON ORE,Anketell,N,,Y,PORT,P,Major Projects,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Northwest Pilbara Sub-basin,20260515
S0229916,Cape Preston East,Cape Preston East Barging Facility,Infrastructure,Port,Proposed,J03830,Buckland - Bungaroo South,116.223544,-20.845292,419219,7694779,50,Fe,Iron,IRON ORE,Cape Preston East,N,,Y,PORT,P,Major Projects,Public,2156,PRESTON,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Northwest Pilbara Sub-basin,20260515
S0004517,Cape Lambert Power,Cape Lambert Power Plant,Infrastructure,Power Plant,Operating,J00484,Robe River - Deepdale,117.171312,-20.596207,517851,7722530,50,Power,Energy,OTHER,Cape Lambert Power Plant,N,,Y,ENPL,O,Major Projects,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Northwest Pilbara Sub-basin,20260515
S0021154,Cape Preston Port,Cape Preston Port,Infrastructure,Port,Operating,J00446,Sino - Cape Preston Iron,116.202276,-20.840738,417004,7695273,50,Fe Mag,Iron,IRON ORE,Cape Preston,N,,Y,PORT,O,Major Projects,Public,2156,PRESTON,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Northwest Pilbara Sub-basin,20260515
S0246905,Anketell Strategic Industrial Area,Anketell Strategic Industrial Area,Infrastructure,Other,Under Development,J07137,Anketell Strategic Industrial Area,117.072268,-20.66776,507527,7714619,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Anketell,N,,Y,,,Major Projects,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Northwest Pilbara Sub-basin,20260515
S0224949,New Power Plant,Paraburdoo Gas-fired Power Plant,Infrastructure,Power Plant,Operating,J03930,Paraburdoo / Rio Tinto,117.613649,-23.223877,562784,7431564,50,Power,Energy,OTHER,Paraburdoo Power Plant,N,,Y,ENPL,O,Major Projects,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260515
S0226212,Tom Price Aggregate 1970,Tom Price Aggregate 1970,Mine,Openpit,Operating,J01320,Tom Price Aggregate,117.749634,-22.639156,577028,7496231,50,Agg Gvl Gab Bas,Construction material,CONSTRUCTION MATERIALS,Tom Price Aggregate,N,,Y,COMA,O,Major Projects,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260515
S0229358,Power Plant,West Angelas Power Plant,Infrastructure,Power Plant,Operating,J00706,West Angelas,118.723776,-23.15429,676472,7438356,50,Power,Energy,OTHER,West Angelas Power Plant,N,,Y,ENPL,O,Major Projects,Public,2651,GOVERNOR,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260515
S0001599,Rocklea South,Rocklea South,Deposit,Unspecified,Undeveloped,J03123,Pilbara Iron / WA Iron,117.464709,-22.823375,547686,7475956,50,Fe,Iron,IRON ORE,Pilbara Iron,N,,Y,IRON,P,Major Projects,Public,2352,ROCKLEA,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260515
S0001855,Aggregate Quarry/Holcim,Newman Aggregate / Holcim,Mine,Openpit,Operating,J00862,Newman Aggregate / Holcim,119.696331,-23.321265,775736,7418346,50,Agg Aggc Brck Sd Ball Dlt,Construction material,CONSTRUCTION MATERIALS,Newman Aggregate,N,,Y,COMA,O,Major Projects,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,South Pilbara Sub-basin,20260515
S0003745,Paulsens UG Portal,Paulsens Underground,Mine,Decline,Operating,J00242,Paulsens,116.242304,-22.579153,422110,7502869,50,Au Ag,Precious metal,GOLD,Paulsens,N,,Y,PRME,O,Major Projects,Public,2152,WYLOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,South Pilbara Sub-basin,20260515
S0021523,Power Plant,Paraburdoo Power Plant,Infrastructure,Power Plant,Operating,J03930,Paraburdoo / Rio Tinto,117.613224,-23.223218,562741,7431637,50,Power,Energy,OTHER,Paraburdoo Power Plant,N,,Y,ENPL,O,Major Projects,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260515
S0022821,North MM East Pits,North Marra Mamba East Pits 1-4,Mine,Openpit,Operating,J03313,Wonmunna Iron,119.074187,-23.127001,712399,7440911,50,Fe,Iron,IRON ORE,Wonmunna,N,,Y,IRON,O,Major Projects,Public,2751,OPHTHALMIA,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260515
S0240731,Warrawoona Solar Farm,Warrawoona Solar Farm,Infrastructure,Power Plant,Operating,J02267,Warrawoona Gold / Calidus,119.89422,-21.355735,800168,7635718,50,Power,Energy,OTHER,Warrawoona Solar Farm,N,,Y,ENPL,O,Major Projects,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Emu Pool Supersuite,20260515
S0245905,Pilgan Power Plant,Pilgan Power Plant,Infrastructure,Power Plant,Operating,J04512,Pilgangoora / Pilbara Minerals,118.894695,-21.048105,696877,7671358,50,Li Ta Sn,Speciality metal,TIN - TANTALUM - LITHIUM,Pilgan Power Plant,N,,Y,ENPL,O,Major Projects,Public,2655,WODGINA,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Callina Supersuite,20260515
S0020197,Tropicana,Tropicana,Mine,Openpit,Operating,J02723,Tropicana,124.553911,-29.246066,651001,6763752,51,Au Ag,Precious metal,GOLD,Tropicana,N,,Y,PRME,O,Major Projects,Public,3839,BARTLETT,SH51-08,PLUMRIDGE,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Tropicana Zone,20260515
S0224947,Power,Karratha Power Station,Infrastructure,Power Plant,Operating,J03956,Karratha Power Station,116.837587,-20.762471,483094,7704131,50,Power,Energy,OTHER,Karratha Power,N,,Y,ENPL,O,Major Projects,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Nickol River Basin,20260515
S0225132,Power,Broome LNG Power Plant,Infrastructure,Power Plant,Operating,J03979,Broome Power,122.204273,-17.981877,415751,8011639,51,Power,Energy,OTHER,Broome LNG Power Plant,N,,Y,ENPL,O,Major Projects,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20260515
S0019348,Broome,Broome Port,Infrastructure,Port,Operating,J02574,Broome Port Authority,122.24631,-17.953435,420189,8014804,51,UN,Other (MINEDEX non-minerals),UNASSIGNED,Broome,N,,Y,PORT,O,Major Projects,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20260515
S0229720,Power,Tropicana Process Water Supply Area Power Station,Infrastructure,Power Plant,Operating,J02723,Tropicana,124.384684,-28.916766,634983,6800447,51,Power,Energy,OTHER,Tropicana Power Station,N,,Y,ENPL,O,Major Projects,Public,3740,RASON,SH51-03,RASON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Boodie Boodie Shelf,20260515
